id,title,release,budget,revenue,numCrew,numCast,male,female,unknown,Editing,Art,Sound,Production,Directing,Writing,Visual Effects,Costume & Make-Up,Crew,Lighting,Camera,Actors
956,Mission: Impossible III,2006-05-03,150000000,397850012,250,47,80,30,187,7,33,25,46,35,4,10,17,40,7,26,0
503,Poseidon,2006-05-10,160000000,181674817,186,15,53,14,134,5,25,23,34,6,2,17,13,33,10,18,0
4723,Southland Tales,2006-05-15,17000000,374743,36,62,28,38,32,1,6,1,22,2,1,0,1,1,0,1,0
2266,Paris± je t'aime,2006-05-16,13000000,4857367,86,48,75,33,26,8,2,1,10,21,25,0,1,0,0,18,0
591,The Da Vinci Code,2006-05-17,125000000,767820459,234,57,69,20,202,6,21,32,47,9,2,21,21,40,6,29,0
7518,Over the Hedge,2006-05-17,80000000,343397247,245,42,71,17,199,11,9,44,36,4,11,76,1,43,9,1,0
10007,See No Evil,2006-05-19,8000000,18564467,62,20,23,11,48,8,6,15,10,4,1,7,6,2,0,3,0
1378,Shortbus,2006-05-20,2000000,5179037,9,46,20,7,28,1,0,1,4,1,1,0,0,0,0,1,0
1887,Marie Antoinette,2006-05-24,40000000,60474340,20,34,23,21,10,1,4,1,9,1,1,0,2,0,0,1,0
1781,An Inconvenient Truth,2006-05-24,1000000,46243000,23,5,19,0,9,2,0,5,4,2,1,1,1,5,0,2,0
36668,X-Men: The Last Stand,2006-05-24,210000000,459359555,43,61,58,26,20,3,8,1,15,1,2,4,3,5,0,1,0
3509,A Scanner Darkly,2006-05-25,8700000,7659918,26,18,25,7,12,1,3,1,13,2,2,0,3,0,0,1,0
8453,फ़ना,2006-05-26,5300000,22175908,3,16,9,6,4,0,0,0,0,1,1,0,0,0,0,1,0
69520,புதுப்பேட்டை,2006-05-26,3400000,5000000,27,10,23,3,11,1,0,10,4,1,4,2,1,3,0,1,0
18524,The Celestine Prophecy,2006-06-01,10000000,615752,5,11,11,2,3,0,0,0,0,1,4,0,0,0,0,0,0
9767,The Break-Up,2006-06-01,52000000,204999686,200,44,64,45,135,11,17,37,44,6,5,3,23,23,7,24,0
64849,Push,2006-06-01,1100000,590000,1,6,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
115873,The Angrez,2006-06-02,50000,300000,2,11,3,0,10,0,0,0,0,1,1,0,0,0,0,0,0
9615,The Fast and the Furious: Tokyo Drift,2006-06-03,85000000,158468292,62,58,39,23,58,4,3,17,10,3,1,3,5,6,2,8,0
806,The Omen,2006-06-06,25000000,119188334,82,18,30,6,64,1,26,2,6,1,1,1,7,3,14,20,0
15624,Conversations with Other Women,2006-06-07,450000,973525,25,7,13,8,11,1,3,2,14,1,1,0,2,0,0,1,0
920,Cars,2006-06-08,120000000,461983149,312,88,110,23,267,16,27,46,14,14,15,87,2,77,11,3,0
9513,Garfield: A Tail of Two Kitties,2006-06-15,60000000,141702264,16,22,23,9,6,1,3,1,5,1,3,0,1,0,0,1,0
9353,Nacho Libre,2006-06-16,35000000,99255460,137,11,47,8,93,8,15,27,29,6,5,9,9,16,4,9,0
2044,The Lake House,2006-06-16,40000000,114830111,51,25,33,20,23,2,2,4,7,2,3,0,7,19,1,4,0
16007,デスノート,2006-06-17,20000000,27793200,4,26,16,4,10,0,0,0,0,1,3,0,0,0,0,0,0
58,Pirates of the Caribbean: Dead Man's Chest,2006-06-20,200000000,1065659812,35,36,47,8,16,2,3,6,8,1,4,6,3,1,0,1,0
62652,Bamako,2006-06-21,2000000,111000,14,19,9,2,22,2,1,0,7,1,1,0,1,0,0,1,0
78127,비단구두,2006-06-22,300,300,5,4,7,0,2,0,0,1,1,1,2,0,0,0,0,0,0
9339,Click,2006-06-22,82500000,237681299,16,33,31,16,2,1,0,1,8,1,2,0,2,0,0,1,0
74180,Romeo & Juliet: Sealed with a Kiss,2006-06-23,2000000,462107,3,8,6,1,4,0,0,0,0,1,2,0,0,0,0,0,0
13484,The Foot Fist Way,2006-06-24,79000,245000,3,5,6,2,0,0,0,0,0,1,2,0,0,0,0,0,0
15423,Hood of Horror,2006-06-27,5000000,25900,26,26,29,8,15,2,1,0,15,1,5,0,1,0,0,1,0
1452,Superman Returns,2006-06-28,270000000,391081192,232,29,64,15,182,11,33,24,35,9,7,32,16,42,4,19,0
14064,Ten Canoes,2006-06-29,2000000,300000,19,9,5,1,22,1,2,0,8,2,1,0,4,0,0,1,0
350,The Devil Wears Prada,2006-06-30,35000000,326551094,18,24,13,21,8,1,4,1,7,1,2,0,1,0,0,1,0
15049,Bon Cop Bad Cop,2006-07-06,8000000,12671300,12,14,14,3,9,1,1,1,5,1,2,0,0,0,0,1,0
240546,Chess,2006-07-07,500000,1000000,3,14,15,1,1,0,0,0,0,1,2,0,0,0,0,0,0
15699,Opal Dream,2006-07-12,5000000,140666,6,8,10,3,1,0,0,0,1,1,4,0,0,0,0,0,0
1819,You± Me and Dupree,2006-07-14,54000000,130431368,17,15,21,10,1,2,2,1,7,2,1,0,1,0,0,1,0
207743,Wanderlei Silva fighting for PRIDE,2006-07-18,100,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9697,Lady in the Water,2006-07-20,70000000,72785169,143,16,40,22,97,5,21,25,27,7,1,7,11,22,6,11,0
9978,Stormbreaker,2006-07-21,40000000,23937870,22,21,28,4,11,1,4,1,11,1,1,0,1,1,0,1,0
9297,Monster House,2006-07-21,75000000,140175006,92,17,32,12,65,2,6,1,10,5,3,33,9,12,3,8,0
2295,Clerks II,2006-07-21,5000000,26888376,16,24,26,9,5,1,3,1,5,1,1,0,3,0,0,1,0
773,Little Miss Sunshine,2006-07-26,8000000,100523181,78,29,44,27,36,3,6,15,16,5,1,3,9,8,3,9,0
512,Scoop,2006-07-27,4000000,31584901,18,47,35,22,8,2,3,0,10,1,1,0,0,0,0,1,0
1255,괴물,2006-07-27,11000000,88489643,50,31,36,14,31,3,13,7,12,1,3,2,4,2,0,3,0
82,Miami Vice,2006-07-27,135000000,163794509,220,21,62,13,166,9,24,42,42,7,2,14,19,34,6,21,0
9293,John Tucker Must Die,2006-07-27,18000000,41009669,28,30,25,19,14,1,4,5,6,2,1,0,3,1,0,5,0
9906,The Ant Bully,2006-07-28,50000000,55181129,80,21,36,11,54,8,7,21,18,3,3,11,1,4,3,1,0
37933,ゲド戦記,2006-07-29,22000000,68625104,33,10,15,8,20,1,2,8,6,2,3,7,0,4,0,0,0
9718,Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,72500000,162966177,71,34,51,14,40,2,15,12,12,3,2,3,9,4,3,6,0
13508,Who Killed the Electric Car?,2006-08-04,1000000,1678874,2,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0
9907,Barnyard,2006-08-04,51000000,116476887,21,53,28,14,32,2,3,2,7,2,1,2,0,2,0,0,0
37986,劇場版 仮面ライダーカブト GOD SPEED LOVE,2006-08-05,6000000,8873950,11,23,13,4,17,0,0,2,0,1,1,0,0,7,0,0,0
326,Snakes on a Plane,2006-08-06,33000000,62022014,19,20,18,10,11,1,3,2,2,2,4,0,1,0,0,4,0
1852,World Trade Center,2006-08-09,65000000,162945894,126,81,85,27,95,5,16,21,10,5,1,31,13,10,3,11,0
31626,Bommarillu,2006-08-09,1333333,5333333,4,16,11,4,5,0,0,1,0,1,2,0,0,0,0,0,0
279195,Remp-It,2006-08-10,458968,917936,3,8,0,0,11,0,0,0,1,1,1,0,0,0,0,0,0
14113,Zoom,2006-08-11,75600000,12506188,29,21,28,14,8,1,5,2,9,2,4,1,2,0,0,3,0
55740,Waltzing Anna,2006-08-11,1000000,11455,2,7,5,2,2,0,0,0,0,2,0,0,0,0,0,0,0
14395,कभी अलविदा ना कहना,2006-08-11,7400000,17000000,27,13,16,9,15,1,2,8,6,2,4,0,2,1,0,1,0
7859,Half Nelson,2006-08-11,700000,4911725,19,37,16,21,19,1,0,0,13,2,2,0,0,0,0,1,0
9762,Step Up,2006-08-11,12000000,114194847,30,85,29,39,47,1,4,4,9,2,3,0,1,2,2,2,0
9682,Pulse,2006-08-11,38000000,29907685,28,15,27,8,8,3,5,2,12,1,2,0,1,1,0,1,0
1491,The Illusionist,2006-08-18,16500000,87892388,44,61,38,12,55,2,4,3,17,4,2,2,4,4,0,2,0
9788,Accepted,2006-08-18,23000000,38505009,35,34,37,13,19,0,3,10,6,2,4,0,3,4,0,3,0
1417,El laberinto del fauno,2006-08-25,19000000,83258226,66,31,32,17,48,2,3,5,12,2,2,2,6,12,3,17,0
9988,Beerfest,2006-08-25,17500000,19179969,23,28,34,8,9,1,3,1,10,1,5,0,1,0,0,1,0
18615,Fur: An Imaginary Portrait of Diane Arbus,2006-08-30,16800000,2281089,31,15,14,15,17,2,7,2,5,2,1,0,8,3,0,1,0
9072,Little Man,2006-08-31,64000000,101595121,36,15,28,6,17,2,5,1,9,2,3,0,5,8,0,1,0
1948,Crank,2006-08-31,12000000,42931041,73,56,68,17,44,3,10,11,16,3,2,5,8,7,1,7,0
7512,Idiocracy,2006-09-01,30000000,495303,32,73,39,28,38,1,7,2,12,2,3,0,1,3,0,1,0
14351,Crossover,2006-09-01,5800000,7000000,28,32,21,8,31,2,3,1,9,2,1,0,6,2,0,2,0
9075,Zwartboek,2006-09-01,21000000,26193068,66,28,30,6,58,2,8,10,18,1,2,2,4,11,2,6,0
13495,Alatriste,2006-09-01,24000000,23321954,11,16,16,6,5,1,0,1,4,1,3,0,0,0,0,1,0
9708,The Wicker Man,2006-09-01,40000000,38755073,12,18,15,13,2,0,0,1,5,1,4,0,0,0,0,1,0
16727,The Namesake,2006-09-02,12000000,20354321,16,10,5,12,9,1,0,1,10,1,2,0,0,0,0,1,0
1381,The Fountain,2006-09-06,35000000,15304890,83,15,30,9,59,6,17,9,9,2,3,15,5,11,2,4,0
10288,Fido,2006-09-07,8000000,426224,36,15,20,9,22,1,3,1,15,1,4,0,0,10,0,1,0
9053,DOA: Dead or Alive,2006-09-07,21000000,7000500,8,18,17,6,3,1,1,1,2,1,2,0,0,0,0,0,0
8998,Friends with Money,2006-09-07,6500000,13368437,8,28,18,12,6,1,0,2,1,1,1,0,1,0,0,1,0
13075,Sherrybaby,2006-09-08,2000000,622806,28,13,16,7,18,2,2,6,6,2,1,0,3,1,0,5,0
9954,The Covenant,2006-09-08,20000000,37597471,92,35,42,12,73,1,5,19,17,7,1,1,11,29,0,1,0
1164,Babel,2006-09-08,25000000,135330182,25,51,41,24,11,2,3,3,9,1,3,0,3,0,0,1,0
313,Snow Cake,2006-09-08,12000000,1381665,17,17,17,12,5,1,1,1,10,1,1,0,1,0,0,1,0
9726,A Good Year,2006-09-09,35000000,42064105,19,63,29,21,32,1,5,1,3,2,2,0,3,1,0,1,0
9952,Rescue Dawn,2006-09-09,10000000,7177143,44,22,32,2,32,1,1,11,16,3,1,2,8,0,0,1,0
1262,Stranger Than Fiction,2006-09-09,30000000,53653224,24,48,34,20,18,1,3,2,7,5,1,0,1,2,0,2,0
1590,Copying Beethoven,2006-09-10,11000000,6191746,21,10,15,7,9,1,4,0,11,1,2,0,1,0,0,1,0
1717,All the King's Men,2006-09-10,55000000,9450897,23,12,16,9,10,1,4,1,5,2,2,0,7,0,0,1,0
9672,Infamous,2006-09-11,13000000,1151330,45,13,17,22,19,1,3,3,10,2,2,2,13,2,2,5,0
11798,This Is England,2006-09-12,2380000,8176544,22,18,22,9,9,1,1,4,9,2,2,0,1,0,0,2,0
13249,Seraphim Falls,2006-09-13,18000000,1196307,82,27,39,14,56,5,8,14,5,2,2,3,17,7,10,9,0
1427,Perfume: The Story of a Murderer,2006-09-13,50000000,132180323,30,25,36,8,11,1,1,9,10,1,4,1,2,0,0,1,0
14055,Starter for 10,2006-09-13,8,21,22,30,28,13,11,2,4,6,2,2,2,0,1,0,1,2,0
5393,Happily N'Ever After,2006-09-14,47000000,38085778,36,25,22,11,28,1,1,2,18,2,1,5,0,5,0,1,0
50062,The Ground Truth,2006-09-15,500000,12207,1,4,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0
15213,Everyone's Hero,2006-09-15,35000000,16627188,46,35,30,7,44,1,8,1,8,3,19,4,0,0,0,2,0
9676,The Black Dahlia,2006-09-15,50000000,49111202,74,24,37,18,43,1,10,13,10,2,2,2,15,9,2,8,0
9766,Gridiron Gang,2006-09-15,30000000,41480851,12,17,25,2,2,1,0,1,6,1,2,0,0,0,0,1,0
1165,The Queen,2006-09-15,15000000,123384128,204,31,50,16,169,7,44,20,31,3,2,7,14,34,15,27,0
2324,Local Color,2006-09-19,3250000,32788,14,10,14,2,8,1,2,1,5,1,1,0,2,0,0,1,0
9693,Children of Men,2006-09-22,76000000,69959751,102,76,64,33,81,6,13,11,17,5,6,11,9,17,2,5,0
12094,Jackass Number Two,2006-09-22,11000000,72778712,15,31,35,2,9,2,0,0,8,1,1,0,0,0,0,3,0
9664,Flyboys,2006-09-22,60000000,17834865,82,19,42,12,47,5,6,14,10,2,3,15,9,11,1,6,0
2016,Indigènes,2006-09-27,14500000,22963701,10,18,20,1,7,1,1,1,3,1,2,0,0,0,0,1,0
7484,Open Season,2006-09-29,85000000,197309027,36,30,25,13,28,0,3,0,12,4,10,4,0,2,1,0,0
18925,Facing the Giants,2006-09-29,100000,10178331,3,5,6,1,1,0,0,1,0,1,1,0,0,0,0,0,0
9842,School for Scoundrels,2006-09-29,20000000,17807569,26,36,38,13,11,2,3,1,11,1,6,0,1,0,0,1,0
8618,The History Boys,2006-10-02,4000000,13401952,16,16,25,3,4,1,0,1,10,1,2,0,0,0,0,1,0
1422,The Departed,2006-10-05,90000000,289847354,72,78,80,20,50,2,10,14,8,3,3,3,12,11,1,5,0
9958,Trailer Park Boys: The Movie,2006-10-06,5000000,3833507,7,19,20,2,4,1,0,1,1,1,3,0,0,0,0,0,0
10781,The Texas Chainsaw Massacre: The Beginning,2006-10-06,16000000,51764406,75,19,38,12,44,2,6,1,17,3,3,0,11,4,12,16,0
66669,30 Days,2006-10-06,500000,5000000,5,8,6,3,4,0,1,0,1,1,0,0,0,0,0,2,0
1440,Little Children,2006-10-06,26000000,14821658,37,23,33,12,15,2,5,10,9,2,3,0,3,1,0,2,0
9794,Employee of the Month,2006-10-06,12000000,38368909,11,15,21,2,3,1,0,2,3,1,3,0,0,1,0,0,0
9895,Man of the Year,2006-10-09,20000000,41237648,17,28,28,14,3,2,4,1,6,1,1,0,1,0,0,1,0
63838,Меченосец,2006-10-12,5000000,3919731,7,6,7,2,4,0,0,1,2,1,2,0,0,0,0,1,0
8975,The Marine,2006-10-13,20000000,22165608,59,10,21,9,39,2,9,14,4,3,3,5,8,5,0,6,0
15005,One Night with the King,2006-10-13,20000000,13391174,61,19,28,10,42,5,5,10,10,2,3,8,4,4,2,8,0
1975,The Grudge 2,2006-10-13,20000000,39143839,19,21,17,14,9,1,3,1,4,2,2,0,4,0,0,2,0
9903,The Hoax,2006-10-14,25000000,11772461,34,27,36,13,12,1,4,3,13,2,2,0,2,1,0,6,0
5172,The Astronaut Farmer,2006-10-15,13000000,11130889,16,60,44,17,15,1,1,2,7,1,2,1,0,0,0,1,0
3683,Flags of Our Fathers,2006-10-18,90000000,65900249,63,31,46,9,39,1,13,23,4,3,2,2,11,3,0,1,0
1124,The Prestige,2006-10-19,40000000,109676311,59,41,52,13,35,2,3,10,15,3,3,1,11,5,1,5,0
17501,डॉन,2006-10-20,5000000,15000000,37,14,20,8,23,2,2,10,6,10,4,0,0,2,0,1,0
13668,Catch and Release,2006-10-20,25000000,16159325,14,12,7,16,3,1,1,2,4,2,1,0,1,0,0,2,0
14012,Flicka,2006-10-20,15000000,21000000,3,8,8,3,0,0,0,0,0,1,2,0,0,0,0,0,0
69407,Varalaru,2006-10-20,500000,500000,7,19,11,5,10,1,0,2,1,1,1,0,0,1,0,0,0
1593,Night at the Museum,2006-10-20,110000000,574480841,20,22,29,8,5,1,8,1,4,1,2,1,0,1,0,1,0
11619,Flushed Away,2006-10-22,149000000,178120010,36,15,34,5,12,3,1,1,6,3,10,1,0,8,0,3,0
53618,Deadlands: The Rising,2006-10-23,10847,2025,2,13,6,0,9,0,0,0,0,1,1,0,0,0,0,0,0
198701,Elephant Tales,2006-10-24,7,33,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50342,妄想,2006-10-26,2576871,749981,7,4,3,2,6,0,0,0,2,1,0,0,1,3,0,0,0
1666,The Bridge,2006-10-27,25000,179780,6,26,5,1,26,1,0,2,1,1,0,0,0,0,0,1,0
7510,Running with Scissors,2006-10-27,12000000,6754898,28,23,19,19,13,1,4,3,8,2,2,0,1,3,0,4,0
21173,Death of a President,2006-10-27,2000000,167000,20,16,14,4,18,1,1,2,10,2,2,0,0,1,0,1,0
214,Saw III,2006-10-27,10000000,163876815,58,39,48,16,33,5,4,16,6,4,1,2,6,2,5,7,0
16140,デスノート the Last name,2006-10-28,20000000,50710400,2,13,9,3,3,0,0,0,0,1,1,0,0,0,0,0,0
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,18000000,261572744,23,12,19,3,13,3,1,3,4,1,8,0,1,0,0,2,0
13767,The Santa Clause 3: The Escape Clause,2006-11-01,12000000,84500122,31,48,32,11,36,1,5,3,8,2,4,0,2,5,0,1,0
9828,Unknown,2006-11-03,3700000,3338228,22,26,29,5,14,2,1,1,14,1,1,0,1,0,0,1,0
25974,Moscow Zero,2006-11-05,10000000,62500,8,12,10,3,7,1,1,1,2,1,1,0,0,0,0,1,0
11515,Goya's Ghosts,2006-11-08,50000000,9448082,15,39,29,7,18,1,4,3,2,1,2,0,1,0,0,1,0
261618,Wallander 13 - Hemligheten,2006-11-10,200000,500000,7,10,13,3,1,1,0,1,1,1,2,0,0,0,0,1,0
10093,The Return,2006-11-10,15000000,11992014,26,19,17,11,17,1,4,1,8,3,1,0,7,0,0,1,0
36557,Casino Royale,2006-11-14,150000000,599045960,127,78,70,18,117,6,17,18,23,10,4,7,8,17,4,13,0
9836,Happy Feet,2006-11-16,100000000,384335608,317,88,78,23,304,13,11,46,32,10,4,134,2,54,6,5,0
13856,Special,2006-11-17,1000000,7202,4,25,12,3,14,0,0,0,0,2,2,0,0,0,0,0,0
9809,Let's Go to Prison,2006-11-17,4000000,4630045,28,21,30,10,9,2,4,1,14,1,4,0,1,0,0,1,0
314696,Def Comedy Jam Classics: Volume Two,2006-11-21,1000000,10000000,2,7,7,1,1,0,0,0,1,1,0,0,0,0,0,0,0
9969,Deck the Halls,2006-11-22,51000000,47231070,97,43,54,23,63,4,12,18,14,7,3,2,11,9,4,13,0
32523,The Work and the Glory III: A House Divided,2006-11-22,6500000,1325092,1,10,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0
2179,Tenacious D in The Pick of Destiny,2006-11-22,22000000,13405595,12,19,26,3,2,1,2,0,3,1,3,0,1,0,0,1,0
7551,Déjà Vu,2006-11-22,75000000,180557550,61,65,51,22,53,2,4,1,5,2,2,4,11,9,5,16,0
14799,For Your Consideration,2006-11-22,12000000,5542025,36,31,30,15,22,1,5,8,5,1,2,0,10,3,0,1,0
62757,Дикари,2006-11-23,800000,1328612,4,19,10,3,10,1,0,0,1,1,1,0,0,0,0,0,0
14194,धूम २,2006-11-24,11000000,46396427,61,6,13,10,44,1,5,21,4,4,4,10,2,5,0,5,0
348118,Guadalupe,2006-12-01,1490641,1499149,2,4,3,1,2,0,0,0,0,1,1,0,0,0,0,0,0
13967,Miss Potter,2006-12-03,30000000,35078241,18,25,19,11,13,1,0,1,12,1,1,0,1,0,0,1,0
8275,American Pie Presents: The Naked Mile,2006-12-07,15000000,27500000,12,16,11,8,9,1,2,1,3,2,1,0,1,0,0,1,0
69767,Cicakman,2006-12-07,492,1,2,8,3,2,5,0,0,0,0,1,1,0,0,0,0,0,0
1579,Apocalypto,2006-12-07,40000000,120654337,457,39,144,21,331,11,26,41,31,11,2,40,65,187,14,29,0
9986,Charlotte's Web,2006-12-07,85000000,144000000,26,45,33,17,21,2,4,1,8,1,4,3,1,0,1,1,0
182,The Good German,2006-12-08,32000000,5914908,58,15,26,9,38,3,8,10,3,3,2,3,11,5,6,4,0
7874,Black Snake Moan,2006-12-08,15000000,10903846,8,15,12,8,3,1,0,1,3,1,1,0,0,0,0,1,0
1581,The Holiday,2006-12-08,85000000,194168700,10,24,19,15,0,1,2,1,2,1,1,0,1,0,0,1,0
14202,The Painted Veil,2006-12-09,19400000,26910847,40,21,25,12,24,3,2,12,15,3,2,0,1,0,0,2,0
66224,வெயில்,2006-12-09,700000,11000000,7,9,10,3,3,0,0,3,1,1,1,0,0,0,0,1,0
7516,Smokin' Aces,2006-12-09,17000000,57103895,155,30,60,22,103,7,25,24,18,5,1,4,17,10,27,17,0
1247,The Good Shepherd,2006-12-11,85000000,59908565,11,20,23,7,1,1,4,0,3,1,1,0,0,0,0,1,0
11170,We Are Marshall,2006-12-12,65000000,43545364,13,17,19,6,5,2,0,1,6,1,2,0,0,0,0,1,0
9992,Arthur et les Minimoys,2006-12-13,86000000,107944236,27,35,28,8,26,3,4,1,8,2,7,0,1,0,0,1,0
85277,'N Beetje Verliefd,2006-12-14,800000,966214,2,22,6,5,13,0,0,0,0,1,1,0,0,0,0,0,0
1402,The Pursuit of Happyness,2006-12-14,55000000,307077295,34,49,42,9,32,3,4,3,6,3,1,0,7,4,0,3,0
2486,Eragon,2006-12-14,100000000,249288105,30,22,31,11,10,3,2,1,8,1,2,2,2,7,0,2,0
9656,Black Christmas,2006-12-15,9000000,21510851,7,16,7,13,3,1,0,1,0,1,2,0,0,1,0,1,0
39095,ಮುಂಗಾರು ಮಳೆ,2006-12-15,330000,7800000,3,9,5,3,4,0,0,0,0,1,2,0,0,0,0,0,0
1251,Letters from Iwo Jima,2006-12-19,19000000,68673228,58,19,34,7,36,4,7,18,6,3,2,4,4,4,1,5,0
1246,Rocky Balboa,2006-12-20,24000000,155721132,45,55,36,9,55,1,4,3,11,12,2,1,3,7,0,1,0
1494,滿城盡帶黃金甲,2006-12-21,45000000,78568977,14,8,9,3,10,1,1,2,2,1,4,1,1,0,0,1,0
1259,Notes on a Scandal,2006-12-25,15000000,49469904,16,24,21,14,5,2,3,1,5,1,2,0,1,0,0,1,0
1125,Dreamgirls,2006-12-25,70000000,154937680,86,31,41,21,55,6,11,19,7,3,2,2,21,4,5,6,0
37725,It's a Boy Girl Thing,2006-12-26,15500000,7385434,17,13,10,9,11,0,0,1,11,1,3,0,0,1,0,0,0
381425,Zane Dovom,2007-01-01,10000,10000,3,5,3,2,3,0,0,0,1,1,1,0,0,0,0,0,0
276574,The Rance Allen Group: Front Row Live,2007-01-01,100000,250000,0,9,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0
11600,Redacted,2007-01-01,5000000,782102,77,5,20,6,56,5,10,19,20,3,1,1,7,4,2,5,0
68666,The Kidnapping,2007-01-01,750000,500,4,4,5,2,1,1,0,0,0,1,1,0,0,0,0,1,0
14396,Code Name: The Cleaner,2007-01-05,20000000,10337477,4,13,14,3,0,0,1,0,0,1,2,0,0,0,0,0,0
1646,Freedom Writers,2007-01-05,21000000,41170784,67,32,39,21,39,2,7,19,13,2,2,2,11,4,0,5,0
1534,Pathfinder,2007-01-11,45000000,30822861,183,16,42,7,150,2,38,25,27,3,2,0,21,30,4,31,0
15772,गुरु,2007-01-12,4700000,31000000,24,21,23,6,16,1,4,1,4,3,5,0,2,3,0,1,0
69409,Aalwar,2007-01-12,500000,500000,7,10,7,3,7,1,0,1,1,1,2,0,0,1,0,0,0
24474,ตำนานสมเด็จพระนเรศวรมหาราช ภาค ๑ องค์ประกันหงสา,2007-01-18,20000000,7900000,13,17,11,2,17,0,0,4,1,2,2,1,0,2,0,1,0
8398,The Hitcher,2007-01-19,10000000,25399945,10,7,14,1,2,1,0,1,3,1,2,1,0,0,0,1,0
13258,Son of Rambow,2007-01-22,4913400,10871449,14,14,11,3,14,0,0,1,10,1,1,0,0,0,0,1,0
13885,Sweeney Todd: The Demon Barber of Fleet Street,2007-01-25,50000000,152000000,31,16,23,8,16,1,3,9,7,1,3,1,2,0,0,4,0
9760,Epic Movie,2007-01-25,20000000,86865564,16,20,20,11,5,1,2,3,3,3,2,0,0,1,0,1,0
13501,The Good Night,2007-01-25,15000000,20380,19,27,14,9,23,1,4,1,9,1,1,0,1,0,0,1,0
25869,सलाम ए इश्क,2007-01-26,5100000,4300000,62,29,28,11,52,3,2,18,15,7,5,6,2,2,0,2,0
15728,Boy Culture,2007-01-31,500000,220151,4,10,7,2,5,0,0,0,0,1,3,0,0,0,0,0,0
46268,Constellation,2007-02-01,7200000,23006533,2,21,8,12,3,0,0,0,0,1,1,0,0,0,0,0,0
9966,The Messengers,2007-02-02,16000000,1109660,40,18,24,15,19,3,3,1,15,3,2,0,7,3,0,3,0
1248,Hannibal Rising,2007-02-06,50000000,82169884,20,20,25,8,7,2,4,3,5,2,2,0,1,0,0,1,0
9757,Norbit,2007-02-08,10000000,159313561,11,17,22,4,2,1,0,1,2,1,2,0,3,0,0,1,0
16725,The Tracey Fragments,2007-02-08,700000,31576,26,11,12,8,17,2,4,9,4,2,1,1,1,0,0,2,0
10253,디워,2007-02-08,32000000,75108998,18,24,23,8,11,1,2,1,8,1,1,0,1,2,0,1,0
9963,Premonition,2007-02-08,20000000,84146832,22,20,20,10,12,1,3,1,13,1,1,0,1,0,0,1,0
11172,Music and Lyrics,2007-02-09,40000000,145896422,29,55,26,35,23,1,7,1,14,2,1,0,1,1,0,1,0
9815,Goal! II: Living the Dream,2007-02-09,10000000,7864905,21,22,18,7,18,1,3,2,9,1,3,0,1,0,0,1,0
10520,Itty Bitty Titty Committee,2007-02-09,1000000,18479,8,11,1,12,6,1,0,0,3,1,2,0,0,0,0,1,0
8141,You Kill Me,2007-02-09,4000000,2426851,16,15,22,5,4,1,2,1,7,1,2,0,1,0,0,1,0
4638,Hot Fuzz,2007-02-14,12000000,80573774,25,45,38,12,20,1,3,2,12,1,2,0,1,2,0,1,0
16555,Daddy's Little Girls,2007-02-14,10000000,31609243,12,19,13,15,3,1,1,0,7,1,1,0,0,0,0,1,0
3489,88 Minutes,2007-02-14,30000000,16930884,18,20,28,8,2,1,4,1,8,1,1,0,1,0,0,1,0
1265,Bridge to Terabithia,2007-02-16,60000000,137587063,15,22,16,16,5,1,1,1,4,1,2,0,1,3,0,1,0
1250,Ghost Rider,2007-02-16,110000000,228738393,62,20,38,11,33,2,12,16,10,1,1,1,8,10,0,1,0
2239,Hallam Foe,2007-02-16,8000000,60641,8,17,13,4,8,1,1,1,0,1,2,0,1,0,0,1,0
12526,Bug,2007-02-21,4000000,8095658,53,7,25,7,28,2,6,9,13,4,2,2,10,1,1,3,0
46386,Honeymoon Travels Pvt. Ltd.,2007-02-23,1400000,2500000,27,20,13,12,22,1,2,4,4,5,3,0,3,4,0,1,0
10090,Reno 911!: Miami,2007-02-23,10000000,20342161,30,66,50,17,29,1,0,11,12,1,3,0,1,0,0,1,0
3594,The Number 23,2007-02-23,30000000,77566815,23,17,23,9,8,1,4,1,12,1,1,0,2,0,0,1,0
1949,Zodiac,2007-03-02,65000000,84785914,43,33,46,8,22,1,3,16,8,2,2,0,7,1,1,2,0
2977,Becoming Jane,2007-03-02,16500000,37311672,16,18,19,12,3,0,1,1,6,2,2,0,2,0,0,2,0
240283,The സ്പീഡ് Track,2007-03-02,618000,867000,5,11,10,1,5,0,0,2,0,1,1,0,0,0,0,1,0
1271,300,2007-03-07,65000000,422610419,233,88,87,22,212,11,29,20,22,3,6,50,28,32,9,23,0
8270,The Lookout,2007-03-09,16000000,5367030,16,36,23,14,15,1,0,1,10,1,1,0,0,1,0,1,0
14125,Captivity,2007-03-09,17000000,2626800,53,9,22,5,35,2,4,17,7,4,2,1,7,5,0,4,0
